iter	Logloss
145	0.1780862086
146	0.1780001887
147	0.1779364516
148	0.1778885685
149	0.1777580091
150	0.1776468668
151	0.1775506925
152	0.1774663324
153	0.1774599621
154	0.1773893464
155	0.1772683727
156	0.1771647091
157	0.1771156841
158	0.1770434704
159	0.1769847569
160	0.1767485823
161	0.1766792511
162	0.1766020301
163	0.1765086633
164	0.1764927724
165	0.1763546122
166	0.1763017205
167	0.1761673486
168	0.1761354566
169	0.1761313479
170	0.176124653
171	0.1760776287
172	0.1760723053
173	0.1759115186
174	0.175776585
175	0.1757351217
176	0.1756299816
177	0.1755800321
178	0.1755376476
179	0.1754389354
180	0.1753506434
181	0.1752569447
182	0.1751876051
183	0.1751356816
184	0.175105433
185	0.1750060209
186	0.1749969057
187	0.174978406
188	0.1749409785
189	0.1748164886
190	0.1747371535
191	0.1747326768
192	0.1746832828
193	0.1746369723
194	0.174534346
195	0.1744298126
196	0.1743584373
197	0.1743093217
198	0.174283013
199	0.1742331114
200	0.1741643712
201	0.1740865277
202	0.1740360691
203	0.1739650716
204	0.1739608859
205	0.1738873473
206	0.1738810026
207	0.1738364243
208	0.1737659039
209	0.173683761
210	0.173618463
211	0.1735769961
212	0.1735104681
213	0.1734524531
214	0.1733802708
215	0.173343778
216	0.1732544577
217	0.1732086818
218	0.17320467
219	0.1731979786
220	0.1730787896
221	0.1730343415
222	0.1729995847
223	0.1729060704
224	0.1727796501
225	0.1727759961
226	0.172631482
227	0.1726038425
228	0.1725022196
229	0.1724965067
230	0.1723433531
231	0.1722506196
232	0.1721578028
233	0.1721391669
234	0.1720771049
235	0.1719325004
236	0.1718309435
237	0.1718275641
238	0.1717856319
239	0.171781968
240	0.1717220347
241	0.1717203128
242	0.1716696641
243	0.1715371319
244	0.1714961686
245	0.1713258951
246	0.1713116394
247	0.171289424
248	0.171221957
249	0.1711398
250	0.1710788055
251	0.1710182547
252	0.1709891018
253	0.1709127336
254	0.1708917695
255	0.1707956236
256	0.1707450617
257	0.1706443658
258	0.1705823635
259	0.170449511
260	0.1704095298
261	0.1702822411
262	0.1702821864
263	0.1702496942
264	0.1700923917
265	0.1700523328
266	0.1700025662
267	0.1699847107
268	0.1699177764
269	0.1698694925
270	0.1698276755
271	0.169771567
272	0.1696583163
273	0.1695742508
274	0.1694953135
275	0.1693999425
276	0.169308194
277	0.1692613969
278	0.1692461637
279	0.1692171033
280	0.1691680485
281	0.1690874276
282	0.1689982092
283	0.1689891939
284	0.1689187372
285	0.1688590383
286	0.1688355981
287	0.168827511
288	0.1688073764
289	0.1687216051
290	0.168714057
291	0.1686374756
292	0.1685743528
293	0.1685588986
294	0.1685400235
295	0.1685167605
296	0.1684993094
297	0.1684245682
298	0.1683158531
299	0.1682509381
300	0.1682244785
301	0.1681498479
302	0.1681311534
303	0.1679875683
304	0.167937746
305	0.1679069473
306	0.167894822
307	0.1678322935
308	0.1677097957
309	0.1675855156
310	0.1675233487
311	0.1674895889
312	0.1674666213
313	0.1674049234
314	0.1673602955
315	0.1673579484
316	0.1672828235
317	0.1672265344
318	0.1672242578
319	0.1672221073
320	0.1671705995
321	0.1671330916
322	0.1670484964
323	0.1670210832
324	0.1670188598
325	0.1669201251
326	0.1668662917
327	0.1668157598
328	0.166792356
329	0.1667398019
330	0.1666484707
331	0.1666437915
332	0.1665996415
333	0.1665688216
334	0.1665045039
335	0.1664747927
336	0.1664611321
337	0.1663158085
338	0.1663010796
339	0.1662528399
340	0.1662509356
341	0.1662489095
342	0.1661863808
343	0.1661046751
344	0.1660772561
345	0.1660312274
346	0.1660171258
347	0.1659176168
348	0.1657965112
349	0.1656891159
350	0.1656888069
351	0.1656357064
352	0.1655228843
353	0.1654591618
354	0.1654574993
355	0.1653677324
356	0.1652611131
357	0.1651402327
358	0.1650840153
359	0.1650150428
360	0.1650137609
361	0.1649280159
362	0.1648650685
363	0.1647146976
364	0.1646060081
365	0.1645528369
366	0.1643928043
367	0.1643032784
368	0.1642983715
369	0.1642377367
370	0.1641149371
371	0.1641014527
372	0.1640784457
373	0.1640465537
374	0.1640155069
375	0.1639561964
376	0.1638667233
377	0.1638396382
378	0.1637984349
379	0.1637621444
380	0.1637606195
381	0.1637448699
382	0.1637435254
383	0.1637267962
384	0.1636849049
385	0.1636584972
386	0.16351314
387	0.163493002
388	0.1633937478
389	0.1633797067
390	0.1633570958
391	0.1632499488
392	0.1631884246
393	0.1631298851
394	0.1631284608
395	0.1630787296
396	0.1629288649
397	0.1629102569
398	0.1628923058
399	0.1627704525
400	0.1625812752
401	0.1624167153
402	0.1622559398
403	0.1622225156
404	0.1621120006
405	0.1620076084
406	0.1619944438
407	0.1619458128
408	0.1618978205
409	0.1618874967
410	0.1618112167
411	0.1617759214
412	0.1617493801
413	0.1617418617
414	0.1617406119
415	0.161686846
416	0.1616094478
417	0.1615036525
418	0.1614783422
419	0.1614593238
420	0.1614531543
421	0.1612916726
422	0.1612165914
423	0.1611967162
424	0.1611855974
425	0.1611722125
426	0.1610375646
427	0.1609263329
428	0.1608139797
429	0.1607685911
430	0.1606834791
431	0.1605555066
432	0.1605364591
433	0.1605109401
434	0.1604826649
435	0.1604681939
436	0.1604260724
437	0.1603646761
438	0.1603352566
439	0.1602593561
440	0.1601929546
441	0.1601706023
442	0.1601344818
443	0.1600989993
444	0.1600406576
445	0.1600281535
446	0.1599528173
447	0.1599441317
448	0.1599013109
449	0.1597646329
450	0.1597444865
451	0.1597255794
452	0.1596876652
453	0.159650507
454	0.1596273862
455	0.1596226877
456	0.1596111301
457	0.1595211792
458	0.1595182061
459	0.1594986366
460	0.1594920529
461	0.1594785756
462	0.1594560766
463	0.1593701239
464	0.1593414099
465	0.1593149618
466	0.1592974895
467	0.1592655736
468	0.1592039297
469	0.1591635067
470	0.1591474161
471	0.1591374955
472	0.1591268346
473	0.1590799419
474	0.1589886956
475	0.1589073842
476	0.158854151
477	0.1588438018
478	0.1587591744
479	0.1587347359
480	0.1586341961
481	0.1585794267
482	0.1585707043
483	0.158506793
484	0.1584959496
485	0.1584722383
486	0.158464093
487	0.1584014313
488	0.1582881251
489	0.1582549264
490	0.1581798994
491	0.1581029556
492	0.1580433859
493	0.157955907
494	0.1578991447
495	0.157819696
496	0.1577817842
497	0.1577549594
498	0.1576981196
499	0.157692985
500	0.1576808229
501	0.1576088688
502	0.1576014287
503	0.1575903466
504	0.1575739784
505	0.1575559019
506	0.1574651106
507	0.1574245293
508	0.1573546361
509	0.1572682301
510	0.1572039479
511	0.1570877625
512	0.1570526374
513	0.1570400413
514	0.1570228691
515	0.1569823679
516	0.1569723022
517	0.1569412159
518	0.1568760247
519	0.1568057462
520	0.1567349314
521	0.1567162062
522	0.1566833983
523	0.1566779894
524	0.156658975
525	0.1566034037
526	0.1565363464
527	0.1564127157
528	0.1563971225
529	0.1563116947
530	0.1562498344
531	0.1561428717
532	0.1560826594
533	0.1560251115
534	0.1559732524
535	0.1559653451
536	0.1558900538
537	0.1558743873
538	0.155810755
539	0.1557986475
540	0.1557872625
541	0.1556809663
542	0.1556323094
543	0.1556064357
544	0.1555681744
545	0.1554952035
546	0.1553940529
547	0.1553451662
548	0.1552430627
549	0.1552223841
550	0.1552161053
551	0.1551725732
552	0.1550934186
553	0.1550750761
554	0.1550601493
555	0.1549699407
556	0.1549609727
557	0.1549319221
558	0.1548470162
559	0.1548343253
560	0.1547414277
561	0.1546993062
562	0.1546850725
563	0.154676505
564	0.1545972086
565	0.1545698634
566	0.1545112016
567	0.1544552953
568	0.1544301604
569	0.1543741178
570	0.1542967458
571	0.1542608495
572	0.154210148
573	0.1541960764
574	0.1541496289
575	0.1541450832
576	0.1541095736
577	0.1540963141
578	0.1540621251
579	0.1540281645
580	0.1539956599
581	0.1539576457
582	0.1538842676
583	0.153834252
584	0.15382326
585	0.1537869326
586	0.1537425405
587	0.153672065
588	0.1535481513
589	0.1534225444
590	0.153417098
591	0.1533858934
592	0.1533736503
593	0.1533438594
594	0.1533005491
595	0.1532535896
596	0.1532256082
597	0.1531787
598	0.1531306862
599	0.1531035144
600	0.1530091015
601	0.1529805433
602	0.1529369167
603	0.1529072557
604	0.1528699856
605	0.1528258624
606	0.1526840045
607	0.1526048352
608	0.1525811734
609	0.1525601601
610	0.1524989468
611	0.1524703947
612	0.1524565321
613	0.1523373077
614	0.1522557517
615	0.152213348
616	0.152159351
617	0.1521466292
618	0.1521439215
619	0.1520927233
620	0.1520514684
621	0.151995109
622	0.1519744652
623	0.1519419308
624	0.1519344391
625	0.1519006448
626	0.1518757873
627	0.1518510003
628	0.1518242861
629	0.1517485974
630	0.151656211
631	0.1516193005
632	0.151570422
633	0.1515632336
634	0.1515196687
635	0.1514777611
636	0.1514483038
637	0.1513702079
638	0.1512924372
639	0.1511922596
640	0.1511077722
641	0.1510684136
642	0.1510316955
643	0.1509624522
644	0.1509324784
645	0.1508575975
646	0.1508284983
647	0.1507882546
648	0.1507762829
649	0.1507102932
650	0.1506949387
651	0.1506511282
652	0.1506149273
653	0.1505767113
654	0.1505297732
655	0.1505013176
656	0.150474881
657	0.1504313816
658	0.1503951912
659	0.1503198597
660	0.150257277
661	0.1502385706
662	0.1502078902
663	0.1501899068
664	0.1500309738
665	0.1499713512
666	0.1499353089
667	0.1499181321
668	0.1498470372
669	0.1497632243
670	0.1497536151
671	0.1497265293
672	0.1496998388
673	0.1496240324
674	0.1495881773
675	0.1495624433
676	0.1495503225
677	0.1495367192
678	0.1494218585
679	0.1494172616
680	0.1493837846
681	0.1492797341
682	0.1492001138
683	0.1491783735
684	0.1491695556
685	0.1491129468
686	0.1490759133
687	0.1490432998
688	0.1489889008
689	0.1489365504
690	0.1489016223
691	0.1488557891
692	0.1487238147
693	0.1486630206
694	0.1486300028
695	0.148595702
696	0.1485426957
697	0.1484704291
698	0.1484669932
699	0.1484292994
700	0.1484260656
701	0.1483764574
702	0.1483063936
703	0.1483037258
704	0.1482907061
705	0.1482784169
706	0.1482022912
707	0.1481547331
708	0.1480657766
709	0.1479678829
710	0.1479037675
711	0.1478699565
712	0.1478470038
713	0.1478385403
714	0.147803882
715	0.1477907901
716	0.1477284578
717	0.1476926029
718	0.1476504288
719	0.1476203848
720	0.1475669099
721	0.1475265601
722	0.1474794401
723	0.1474045776
724	0.1473450678
725	0.1473333093
726	0.1472778484
727	0.1472466876
728	0.1472095437
729	0.1471323503
730	0.147059259
731	0.1469571127
732	0.1469148457
733	0.146906988
734	0.1468795737
735	0.1467525772
736	0.1467233056
737	0.1466864277
738	0.1465995241
739	0.1465851715
740	0.1465522744
741	0.146503434
742	0.1464742871
743	0.1464124012
744	0.1463929343
745	0.1463301508
746	0.1463033189
747	0.1462396145
748	0.1462127755
749	0.14617848
750	0.1461108809
751	0.1460465168
752	0.1459699797
753	0.1459191809
754	0.1458911927
755	0.1458574547
756	0.1457981793
757	0.145772266
758	0.1457008678
759	0.1456418121
760	0.1456297805
761	0.1455869849
762	0.1455367191
763	0.1454544918
764	0.1453855177
765	0.1453285844
766	0.1453162953
767	0.1451907478
768	0.1451266753
769	0.1450890973
770	0.144993792
771	0.1449650305
772	0.1449337162
773	0.1449306493
774	0.1448866759
775	0.1448176956
776	0.1447592729
777	0.1447359601
778	0.1447085764
779	0.1446820624
780	0.1446637706
781	0.1446102425
782	0.1445930896
783	0.1445901671
784	0.1445873585
785	0.1445243465
786	0.1445062195
787	0.1444580637
788	0.1444345971
789	0.1443757557
790	0.1443497079
791	0.1442963233
792	0.1442312547
793	0.1441703769
794	0.1441304662
795	0.144095759
796	0.1440331433
797	0.1439471249
798	0.1439295851
799	0.1438993988
800	0.1438537307
801	0.1438275593
802	0.143773788
803	0.1437289823
804	0.1435917623
805	0.1435448533
806	0.1434886786
807	0.1433719542
808	0.1432868644
809	0.1431692237
810	0.1431391717
811	0.1431129129
812	0.1430166531
813	0.1429963962
814	0.1429875991
815	0.1429791494
816	0.1429459287
817	0.1429328342
818	0.1429149757
819	0.1429005544
820	0.1428775873
821	0.1428688034
822	0.1428009303
823	0.1427679556
824	0.1427252658
825	0.1426558739
826	0.1426093701
827	0.142580644
828	0.1424959216
829	0.1424529034
830	0.1424163304
831	0.1423924285
832	0.1423649481
833	0.1423263137
834	0.1422867638
835	0.1422660639
836	0.1422590468
837	0.1422214545
838	0.1420759708
839	0.1420350677
840	0.1419063454
841	0.1418417813
842	0.1418183146
843	0.1417884371
844	0.1417806175
845	0.1417535449
846	0.1417288804
847	0.1416981279
848	0.1416778761
849	0.1416695778
850	0.1416138584
851	0.141600305
852	0.1415688216
853	0.141487607
854	0.1413551851
855	0.141310269
856	0.1412714233
857	0.1412410559
858	0.1411557733
859	0.141035679
860	0.1409988661
861	0.140934558
862	0.1409041431
863	0.1407797529
864	0.1407447368
865	0.1406921852
866	0.1406455983
867	0.1405632467
868	0.1405439722
869	0.1404631226
870	0.140436983
871	0.1404133373
872	0.1403415949
873	0.1402937932
874	0.1402339342
875	0.1402203305
876	0.1401604138
877	0.14007295
878	0.1399719829
879	0.1398894485
880	0.1397956665
881	0.1397611726
882	0.1397281167
883	0.1396986953
884	0.1396633085
885	0.1395669673
886	0.1394892745
887	0.1394142869
888	0.1393858912
889	0.1393771718
890	0.1393272227
891	0.1392912125
892	0.1392069789
893	0.1391806916
894	0.1391229883
895	0.1390472628
896	0.1389815289
897	0.1389473308
898	0.1389161905
899	0.1388936946
900	0.1388663278
901	0.1387946734
902	0.1387665455
903	0.1387506532
904	0.1387209116
905	0.1386476356
906	0.1385856964
907	0.1385364303
908	0.1384909453
909	0.1384826285
910	0.138464001
911	0.1384567457
912	0.1383391549
913	0.138293925
914	0.1382871078
915	0.1382776021
916	0.1382206663
917	0.1380739819
918	0.1380280861
919	0.137912633
920	0.1378798451
921	0.1378443496
922	0.1378166252
923	0.1377876157
924	0.1377574029
925	0.1376511447
926	0.137561754
927	0.1374772127
928	0.1374290036
929	0.1374212752
930	0.1373579857
931	0.1372599293
932	0.1372303112
933	0.1372078924
934	0.1371626201
935	0.1371546369
936	0.137099757
937	0.1370372621
938	0.1370208097
939	0.1369915352
940	0.136965306
941	0.1369367131
942	0.1369293655
943	0.1368800097
944	0.1368216047
945	0.1367725463
946	0.1367440413
947	0.1367221157
948	0.1366941848
949	0.1366866641
950	0.136663752
951	0.1366055133
952	0.1365950153
953	0.1365179556
954	0.1364917319
955	0.1364757389
956	0.1364188489
957	0.1363956644
958	0.136352566
959	0.1363479038
960	0.1362754431
961	0.1362527154
962	0.1362073038
963	0.1361920186
964	0.1361829359
965	0.1361530684
966	0.1361153487
967	0.1360940257
968	0.136035588
969	0.1359268406
970	0.1358647109
971	0.1358284858
972	0.1358045851
973	0.1357001611
974	0.1356447777
975	0.135575435
976	0.1355625862
977	0.1355344058
978	0.1355143925
979	0.1355062653
980	0.1354542456
981	0.1354327676
982	0.135321461
983	0.135290331
984	0.1352656913
985	0.1352464391
986	0.13523446
987	0.1351903388
988	0.1351605331
989	0.1351337529
990	0.1351167965
991	0.135095036
992	0.1350684065
993	0.134962991
994	0.1349354318
995	0.1349055489
