iter	Passed	Remaining
804	71480	17315
805	71574	17227
806	71659	17137
807	71747	17048
808	71830	16958
809	71912	16868
810	71994	16778
811	72079	16688
812	72161	16597
813	72240	16507
814	72321	16416
815	72406	16326
816	72489	16237
817	72573	16147
818	72660	16058
819	72743	15968
820	72826	15878
821	72905	15787
822	72991	15698
823	73071	15607
824	73154	15517
825	73236	15427
826	73319	15337
827	73408	15249
828	73502	15161
829	73593	15073
830	73680	14984
831	73766	14895
832	73845	14804
833	73927	14714
834	74010	14624
835	74094	14535
836	74176	14445
837	74258	14355
838	74340	14265
839	74427	14176
840	74510	14087
841	74593	13997
842	74674	13907
843	74761	13818
844	74842	13728
845	74925	13638
846	75008	13549
847	75093	13460
848	75171	13369
849	75255	13280
850	75335	13190
851	75418	13100
852	75505	13012
853	75589	12922
854	75671	12833
855	75755	12743
856	75840	12654
857	75923	12565
858	76005	12475
859	76105	12389
860	76193	12300
861	76276	12211
862	76361	12122
863	76452	12034
864	76537	11945
865	76623	11856
866	76709	11767
867	76796	11678
868	76884	11590
869	76968	11501
870	77053	11412
871	77138	11323
872	77220	11233
873	77304	11144
874	77384	11054
875	77471	10966
876	77554	10877
877	77638	10787
878	77721	10698
879	77804	10609
880	77886	10520
881	77992	10434
882	78084	10346
883	78167	10257
884	78247	10167
885	78332	10078
886	78415	9989
887	78505	9901
888	78585	9812
889	78667	9722
890	78748	9633
891	78835	9545
892	78920	9456
893	79005	9367
894	79086	9278
895	79171	9189
896	79252	9100
897	79332	9011
898	79416	8922
899	79504	8833
900	79584	8744
901	79665	8655
902	79746	8566
903	79829	8477
904	79910	8388
905	79995	8299
906	80076	8210
907	80159	8121
908	80238	8032
909	80322	7944
910	80402	7854
911	80491	7766
912	80571	7677
913	80653	7588
914	80732	7499
915	80818	7411
916	80899	7322
917	80983	7233
918	81066	7145
919	81151	7056
920	81230	6967
921	81311	6878
922	81393	6790
923	81480	6701
924	81563	6613
925	81650	6524
926	81733	6436
927	81815	6347
928	81901	6259
929	81989	6171
930	82076	6082
931	82162	5994
932	82243	5906
933	82322	5817
934	82409	5728
935	82496	5640
936	82580	5552
937	82661	5463
938	82745	5375
939	82825	5286
940	82906	5198
941	82989	5109
942	83072	5021
943	83157	4933
944	83238	4844
945	83326	4756
946	83406	4667
947	83494	4579
948	83576	4491
949	83658	4403
950	83750	4315
951	83842	4227
952	83932	4139
953	84015	4051
954	84098	3962
955	84179	3874
956	84259	3785
957	84341	3697
958	84429	3609
959	84514	3521
960	84595	3433
961	84674	3344
962	84758	3256
963	84841	3168
964	84927	3080
965	85009	2992
966	85091	2903
967	85174	2815
968	85256	2727
969	85337	2639
970	85422	2551
971	85511	2463
972	85595	2375
973	85674	2286
974	85760	2198
975	85843	2110
976	85923	2022
977	86008	1934
978	86091	1846
979	86174	1758
980	86257	1670
981	86339	1582
982	86424	1494
983	86509	1406
984	86592	1318
985	86671	1230
986	86752	1142
987	86833	1054
988	86915	966
989	86998	878
990	87079	790
991	87162	702
992	87248	615
993	87334	527
994	87420	439
995	87508	351
996	87593	263
997	87677	175
998	87760	87
999	87844	0
