iter	Passed	Remaining
939	4921	314
940	4927	308
941	4932	303
942	4937	298
943	4942	293
944	4947	287
945	4952	282
946	4958	277
947	4963	272
948	4968	266
949	4973	261
950	4978	256
951	4983	251
952	4987	245
953	4992	240
954	4997	235
955	5002	230
956	5007	224
957	5012	219
958	5018	214
959	5024	209
960	5029	204
961	5034	198
962	5039	193
963	5043	188
964	5049	183
965	5053	177
966	5058	172
967	5064	167
968	5069	162
969	5074	156
970	5080	151
971	5085	146
972	5089	141
973	5095	136
974	5101	130
975	5105	125
976	5111	120
977	5116	115
978	5121	109
979	5128	104
980	5133	99
981	5138	94
982	5143	88
983	5148	83
984	5154	78
985	5161	73
986	5168	68
987	5174	62
988	5180	57
989	5185	52
990	5191	47
991	5196	41
992	5201	36
993	5205	31
994	5210	26
995	5215	20
996	5221	15
997	5226	10
998	5230	5
999	5235	0
